caption_sentence,cleaned_tokens
I<00:09:42.640><c> call</c><00:09:42.800><c> this</c><00:09:42.959><c> the</c><00:09:43.120><c> grass</c><00:09:43.360><c> is</c><00:09:43.519><c> greener</c> I call this the grass is greener I call this the grass is greener approach.<00:09:44.160><c> I</c><00:09:44.320><c> can</c><00:09:44.399><c> always</c><00:09:44.560><c> see</c><00:09:44.640><c> it</c><00:09:44.720><c> when</c> approach.,"['call', 'grass', 'greener', 'call', 'grass', 'greener', 'call', 'grass', 'greener', 'approach', 'always', 'see', 'approach']"
I can always see it when approach.,"['always', 'see', 'approach']"
"I can always see it when someone<00:09:45.200><c> eyes</c><00:09:45.519><c> shift.</c><00:09:46.240><c> She</c><00:09:46.399><c> goes,</c><00:09:46.640><c> ""I</c><00:09:47.120><c> like</c> someone eyes shift.","['always', 'see', 'someone', 'eye', 'shift', 'go', 'like', 'someone', 'eye', 'shift']"
"She goes, ""I like someone eyes shift.","['go', 'like', 'someone', 'eye', 'shift']"
"She goes, ""I like Bob<00:09:47.519><c> Dylan,</c><00:09:48.080><c> but</c><00:09:48.320><c> I</c><00:09:48.560><c> actually</c><00:09:48.800><c> had</c><00:09:49.040><c> someone</c> Bob Dylan, but I actually had someone Bob Dylan, but I actually had someone else<00:09:49.360><c> in</c><00:09:49.519><c> my</c><00:09:49.680><c> mind.""</c><00:09:50.000><c> You</c><00:09:50.240><c> thought</c><00:09:50.399><c> of</c><00:09:50.640><c> someone</c> else in my mind."" You thought of someone else in my mind."" You thought of someone else.<00:09:51.680><c> It's</c><00:09:51.920><c> in</c><00:09:52.080><c> the</c><00:09:52.240><c> back</c><00:09:52.320><c> of</c><00:09:52.399><c> your</c><00:09:52.560><c> head,</c><00:09:52.720><c> but</c> else.","['go', 'like', 'bob', 'dylan', 'actually', 'someone', 'bob', 'dylan', 'actually', 'someone', 'bob', 'dylan', 'actually', 'someone', 'else', 'mind', 'thought', 'someone', 'else', 'mind', 'thought', 'someone', 'else', 'mind', 'thought', 'someone', 'else', 'back', 'head', 'else']"
"It's in the back of your head, but else.","['back', 'head', 'else']"
"It's in the back of your head, but you<00:09:53.120><c> just</c><00:09:53.279><c> shifted.</c><00:09:53.920><c> Can</c><00:09:54.160><c> you</c><00:09:54.320><c> tell</c><00:09:54.480><c> me?</c><00:09:55.120><c> I</c><00:09:55.360><c> can</c> you just shifted.","['back', 'head', 'shifted', 'tell', 'shifted']"
Can you tell me?,['tell']
I can you just shifted.,['shifted']
Can you tell me?,['tell']
"I can Folks, Folks, Folks, this<00:09:59.120><c> is</c><00:09:59.279><c> not</c><00:09:59.600><c> my</c><00:09:59.839><c> first</c><00:10:00.080><c> rodeo.</c> Who<00:10:04.080><c> was</c><00:10:04.240><c> the</c><00:10:04.399><c> first</c><00:10:04.560><c> person</c><00:10:04.800><c> you</c><00:10:05.040><c> thought</c><00:10:05.200><c> of?</c> &gt;&gt; Tell<00:10:10.320><c> us.</c> &gt;&gt; Tell us.","['folk', 'folk', 'folk', 'first', 'rodeo', 'first', 'person', 'thought', 'gtgt', 'tell', 'gtgt', 'tell']"
&gt;&gt; Tell us.,"['gtgt', 'tell']"
&gt;&gt; Trevanoa.,"['gtgt', 'trevanoa']"
&gt;&gt; Trevanoa.,"['gtgt', 'trevanoa']"
&gt;&gt; Trevanoa.,"['gtgt', 'trevanoa']"
"O, O, O, &gt;&gt; it's<00:10:13.680><c> not</c><00:10:13.839><c> a</c><00:10:14.000><c> singer.</c> &gt;&gt; it's not a singer.","['gtgt', 'singer', 'gtgt', 'singer']"
&gt;&gt; it's not a singer.,"['gtgt', 'singer']"
"Don't<00:10:16.560><c> ever</c><00:10:16.720><c> doubt</c><00:10:16.959><c> me</c><00:10:17.120><c> again,</c><00:10:17.440><c> Ted.</c><00:10:17.839><c> Don't</c> Don't ever doubt me again, Ted.","['dont', 'ever', 'doubt', 'ted', 'dont', 'dont', 'ever', 'doubt', 'ted']"
"Don't Don't ever doubt me again, Ted.","['dont', 'dont', 'ever', 'doubt', 'ted']"
"Don't you<00:10:18.240><c> ever</c><00:10:19.680><c> doubt</c><00:10:21.120><c> me</c><00:10:21.519><c> again?</c> Jeff,<00:10:31.920><c> do</c><00:10:32.160><c> you</c><00:10:32.240><c> know</c><00:10:32.320><c> what</c><00:10:32.480><c> the</c><00:10:32.720><c> most</c><00:10:32.880><c> common</c> Jeff, do you know what the most common Jeff, do you know what the most common question<00:10:33.600><c> I</c><00:10:33.839><c> get</c><00:10:34.000><c> at</c><00:10:34.160><c> the</c><00:10:34.320><c> end</c><00:10:34.399><c> of</c><00:10:34.480><c> a</c><00:10:34.720><c> show</c><00:10:34.880><c> is?</c> question I get at the end of a show is?","['dont', 'ever', 'doubt', 'jeff', 'know', 'common', 'jeff', 'know', 'common', 'jeff', 'know', 'common', 'question', 'get', 'end', 'show', 'question', 'get', 'end', 'show']"
question I get at the end of a show is?,"['question', 'get', 'end', 'show']"
"I<00:10:36.160><c> get</c><00:10:36.320><c> the</c><00:10:36.480><c> question,</c><00:10:36.720><c> other</c><00:10:36.959><c> than</c><00:10:37.120><c> of</c> I get the question, other than of I get the question, other than of course,<00:10:37.440><c> how</c><00:10:37.519><c> do</c><00:10:37.600><c> you</c><00:10:37.760><c> do</c><00:10:37.839><c> it?</c><00:10:38.480><c> Is,</c><00:10:38.800><c> aren't</c><00:10:39.040><c> you</c> course, how do you do it?","['get', 'question', 'get', 'question', 'get', 'question', 'course', 'arent', 'course']"
"Is, aren't you course, how do you do it?","['arent', 'course']"
"Is, aren't you afraid<00:10:39.519><c> of</c><00:10:39.760><c> getting</c><00:10:40.000><c> it</c><00:10:40.240><c> wrong?</c><00:10:41.120><c> That's</c><00:10:41.360><c> what</c> afraid of getting it wrong?","['arent', 'afraid', 'getting', 'wrong', 'thats', 'afraid', 'getting', 'wrong']"
That's what afraid of getting it wrong?,"['thats', 'afraid', 'getting', 'wrong']"
That's what I<00:10:41.680><c> get</c><00:10:41.839><c> asked</c><00:10:42.240><c> because</c><00:10:42.560><c> people</c><00:10:42.959><c> understand</c> I get asked because people understand I get asked because people understand that<00:10:43.839><c> there</c><00:10:44.079><c> is</c><00:10:44.320><c> risk</c><00:10:44.560><c> involved</c><00:10:44.880><c> in</c><00:10:45.040><c> what</c><00:10:45.120><c> I</c> that there is risk involved in what I that there is risk involved in what I do.<00:10:45.360><c> This</c><00:10:45.519><c> is</c><00:10:45.600><c> not</c><00:10:45.680><c> slight</c><00:10:45.920><c> of</c><00:10:46.079><c> hand</c><00:10:46.320><c> card</c> do.,"['thats', 'get', 'asked', 'people', 'understand', 'get', 'asked', 'people', 'understand', 'get', 'asked', 'people', 'understand', 'risk', 'involved', 'risk', 'involved', 'risk', 'involved', 'slight', 'hand', 'card']"
This is not slight of hand card do.,"['slight', 'hand', 'card']"
This is not slight of hand card tricks<00:10:46.720><c> that</c><00:10:46.880><c> work</c><00:10:47.120><c> every</c><00:10:47.360><c> time.</c><00:10:48.480><c> And</c><00:10:48.880><c> so</c><00:10:49.279><c> the</c> tricks that work every time.,"['slight', 'hand', 'card', 'trick', 'work', 'every', 'time', 'trick', 'work', 'every', 'time']"
And so the tricks that work every time.,"['trick', 'work', 'every', 'time']"
"And so the answer<00:10:49.680><c> is</c><00:10:49.839><c> yeah,</c><00:10:50.079><c> of</c><00:10:50.240><c> course.</c><00:10:50.720><c> Of</c><00:10:50.959><c> course</c><00:10:51.120><c> I</c> answer is yeah, of course.","['answer', 'yeah', 'course', 'course', 'answer', 'yeah', 'course']"
"Of course I answer is yeah, of course.","['course', 'answer', 'yeah', 'course']"
Of course I am.<00:10:51.440><c> You</c><00:10:51.600><c> know</c><00:10:51.680><c> what?</c><00:10:52.079><c> Because</c><00:10:52.640><c> what's</c> am.,"['course', 'know', 'whats']"
You know what?,['know']
Because what's am.,['whats']
You know what?,['know']
Because what's fascinating<00:10:53.360><c> to</c><00:10:53.440><c> me</c><00:10:53.600><c> is</c><00:10:53.839><c> people</c><00:10:54.079><c> can</c><00:10:54.399><c> feel</c><00:10:54.640><c> the</c> fascinating to me is people can feel the fascinating to me is people can feel the element<00:10:55.120><c> of</c><00:10:55.279><c> risk.</c><00:10:56.320><c> And</c><00:10:56.959><c> I</c><00:10:57.360><c> think</c><00:10:57.760><c> the</c><00:10:58.079><c> number</c> element of risk.,"['whats', 'fascinating', 'people', 'feel', 'fascinating', 'people', 'feel', 'fascinating', 'people', 'feel', 'element', 'risk', 'think', 'number', 'element', 'risk']"
And I think the number element of risk.,"['think', 'number', 'element', 'risk']"
And I think the number one<00:10:58.640><c> factor</c><00:10:59.360><c> in</c><00:10:59.680><c> success</c><00:11:00.160><c> both</c><00:11:00.399><c> on</c><00:11:00.640><c> stage</c><00:11:01.040><c> and</c> one factor in success both on stage and one factor in success both on stage and in<00:11:01.440><c> every</c><00:11:01.680><c> facet</c><00:11:02.000><c> of</c><00:11:02.079><c> my</c><00:11:02.240><c> life</c><00:11:02.399><c> is</c><00:11:02.560><c> an</c> in every facet of my life is an in every facet of my life is an unshakable<00:11:03.600><c> belief</c><00:11:03.920><c> that</c><00:11:04.160><c> it</c><00:11:04.320><c> will</c><00:11:04.560><c> work.</c> unshakable belief that it will work.,"['think', 'number', 'one', 'factor', 'success', 'stage', 'one', 'factor', 'success', 'stage', 'one', 'factor', 'success', 'stage', 'every', 'facet', 'life', 'every', 'facet', 'life', 'every', 'facet', 'life', 'unshakable', 'belief', 'work', 'unshakable', 'belief', 'work']"
unshakable belief that it will work.,"['unshakable', 'belief', 'work']"
"It's<00:11:05.360><c> self-fulfilling.</c><00:11:06.720><c> And</c><00:11:06.959><c> in</c><00:11:07.200><c> this</c><00:11:07.440><c> case,</c> It's self-fulfilling.","['selffulfilling', 'case', 'selffulfilling']"
"And in this case, It's self-fulfilling.","['case', 'selffulfilling']"
"And in this case, it's<00:11:07.839><c> not</c><00:11:08.000><c> a</c><00:11:08.160><c> belief</c><00:11:08.320><c> that</c><00:11:08.560><c> I'm</c><00:11:08.800><c> going</c><00:11:08.880><c> to</c> it's not a belief that I'm going to it's not a belief that I'm going to guess<00:11:09.200><c> your</c><00:11:09.360><c> person.</c><00:11:09.600><c> Been</c><00:11:09.920><c> there,</c><00:11:10.240><c> done</c> guess your person.","['case', 'belief', 'going', 'belief', 'going', 'belief', 'going', 'guess', 'person', 'done', 'guess', 'person']"
"Been there, done guess your person.","['done', 'guess', 'person']"
"Been there, done that.",['done']
that.,[]
that.,[]
"I<00:11:12.399><c> don't</c><00:11:12.560><c> plateau,</c><00:11:13.120><c> Jeff.</c><00:11:13.839><c> I</c><00:11:14.160><c> peak.</c><00:11:15.519><c> So,</c><00:11:15.839><c> I</c><00:11:16.720><c> am</c> I don't plateau, Jeff.","['dont', 'plateau', 'jeff', 'peak', 'dont', 'plateau', 'jeff']"
I peak.,['peak']
"So, I am I don't plateau, Jeff.","['dont', 'plateau', 'jeff']"
I peak.,['peak']
"So, I am not<00:11:17.120><c> going</c><00:11:17.200><c> to</c><00:11:17.360><c> read</c><00:11:17.519><c> your</c><00:11:17.760><c> mind.</c><00:11:18.800><c> I</c><00:11:19.120><c> want</c><00:11:19.279><c> to</c> not going to read your mind.","['going', 'read', 'mind', 'want', 'going', 'read', 'mind']"
I want to not going to read your mind.,"['want', 'going', 'read', 'mind']"
I want to empower<00:11:19.920><c> someone</c><00:11:20.160><c> in</c><00:11:20.399><c> this</c><00:11:20.640><c> room</c><00:11:21.360><c> to</c><00:11:21.600><c> do</c><00:11:21.760><c> it</c> empower someone in this room to do it empower someone in this room to do it instead.<00:11:22.720><c> This</c><00:11:22.959><c> Frisbee</c> was<00:11:26.800><c> purchased</c><00:11:27.120><c> on</c><00:11:27.279><c> Amazon</c><00:11:27.760><c> Prime.</c><00:11:28.160><c> Free</c> was purchased on Amazon Prime.,"['want', 'empower', 'someone', 'room', 'empower', 'someone', 'room', 'empower', 'someone', 'room', 'instead', 'frisbee', 'purchased', 'amazon', 'prime', 'free', 'purchased', 'amazon', 'prime']"
Free was purchased on Amazon Prime.,"['free', 'purchased', 'amazon', 'prime']"
Free two-day<00:11:28.720><c> shipping</c><00:11:29.600><c> 87.</c> two-day shipping 87.,"['free', 'twoday', 'shipping', 'twoday', 'shipping']"
two-day shipping 87.,"['twoday', 'shipping']"
It<00:11:31.440><c> has</c><00:11:31.519><c> a</c><00:11:31.680><c> 1.5</c><00:11:32.399><c> star</c><00:11:32.640><c> review.</c> It has a 1.5 star review.,"['star', 'review', 'star', 'review']"
It has a 1.5 star review.,"['star', 'review']"
This<00:11:35.279><c> is</c><00:11:35.440><c> literally</c><00:11:35.760><c> the</c><00:11:35.920><c> worst</c><00:11:36.160><c> frisbee</c><00:11:36.560><c> in</c> This is literally the worst frisbee in This is literally the worst frisbee in the<00:11:36.800><c> world.</c> the world.,"['literally', 'worst', 'frisbee', 'literally', 'worst', 'frisbee', 'literally', 'worst', 'frisbee', 'world', 'world']"
the world.,['world']
"Please,<00:11:39.279><c> sir,</c><00:11:39.680><c> grab</c><00:11:40.000><c> that.</c><00:11:40.560><c> Tell</c><00:11:40.720><c> me</c><00:11:40.800><c> your</c> Please, sir, grab that.","['please', 'sir', 'grab', 'tell', 'please', 'sir', 'grab']"
"Tell me your Please, sir, grab that.","['tell', 'please', 'sir', 'grab']"
Tell me your first<00:11:41.200><c> name.</c> first name.,"['tell', 'first', 'name', 'first', 'name']"
first name.,"['first', 'name']"
&gt;&gt; Dylan.,"['gtgt', 'dylan']"
&gt;&gt; Dylan.,"['gtgt', 'dylan']"
&gt;&gt; Dylan.,"['gtgt', 'dylan']"
"&gt;&gt; That's<00:11:42.480><c> correct.</c> &gt;&gt; Stand<00:11:46.000><c> up,</c><00:11:46.240><c> Dylan.</c><00:11:47.040><c> The</c><00:11:47.279><c> Frisbee</c><00:11:47.600><c> is</c><00:11:47.760><c> made</c><00:11:47.920><c> out</c> &gt;&gt; Stand up, Dylan.","['gtgt', 'thats', 'correct', 'gtgt', 'stand', 'dylan', 'frisbee', 'made', 'gtgt', 'stand', 'dylan']"
"The Frisbee is made out &gt;&gt; Stand up, Dylan.","['frisbee', 'made', 'gtgt', 'stand', 'dylan']"
"The Frisbee is made out of<00:11:48.079><c> mesh,</c><00:11:48.480><c> everybody.</c><00:11:49.279><c> Which</c><00:11:49.440><c> means</c><00:11:49.600><c> if</c><00:11:49.839><c> it</c> of mesh, everybody.","['frisbee', 'made', 'mesh', 'everybody', 'mean', 'mesh', 'everybody']"
"Which means if it of mesh, everybody.","['mean', 'mesh', 'everybody']"
"Which means if it hits<00:11:50.079><c> you</c><00:11:50.160><c> in</c><00:11:50.320><c> the</c><00:11:50.399><c> face,</c><00:11:50.720><c> it</c><00:11:50.880><c> will</c><00:11:51.040><c> not</c><00:11:51.120><c> hurt,</c> hits you in the face, it will not hurt, hits you in the face, it will not hurt, but<00:11:51.519><c> it</c><00:11:51.680><c> will</c><00:11:51.760><c> hurt</c><00:11:51.920><c> your</c><00:11:52.079><c> pride</c><00:11:52.320><c> if</c><00:11:52.480><c> this</c><00:11:52.640><c> goes</c> but it will hurt your pride if this goes but it will hurt your pride if this goes viral<00:11:53.120><c> on</c><00:11:53.279><c> TED</c><00:11:53.519><c> talks</c><00:11:53.839><c> later.</c><00:11:54.320><c> Everyone,</c> viral on TED talks later.","['mean', 'hit', 'face', 'hurt', 'hit', 'face', 'hurt', 'hit', 'face', 'hurt', 'hurt', 'pride', 'go', 'hurt', 'pride', 'go', 'hurt', 'pride', 'go', 'viral', 'ted', 'talk', 'later', 'everyone', 'viral', 'ted', 'talk', 'later']"
"Everyone, viral on TED talks later.","['everyone', 'viral', 'ted', 'talk', 'later']"
"Everyone, hands<00:11:55.040><c> up</c><00:11:55.200><c> in</c><00:11:55.440><c> defensive</c><00:11:55.920><c> posture.</c><00:11:56.640><c> Dylan,</c> hands up in defensive posture.","['everyone', 'hand', 'defensive', 'posture', 'dylan', 'hand', 'defensive', 'posture']"
"Dylan, hands up in defensive posture.","['dylan', 'hand', 'defensive', 'posture']"
"Dylan, close<00:11:57.839><c> your</c><00:11:58.000><c> eyes.</c><00:11:58.399><c> So,</c><00:11:58.560><c> you</c><00:11:58.720><c> can't</c><00:11:58.880><c> even</c><00:11:59.040><c> try</c> close your eyes.","['dylan', 'close', 'eye', 'cant', 'even', 'try', 'close', 'eye']"
"So, you can't even try close your eyes.","['cant', 'even', 'try', 'close', 'eye']"
"So, you can't even try to<00:11:59.360><c> aim</c><00:11:59.600><c> this</c><00:11:59.760><c> piece</c><00:11:59.920><c> of</c><00:12:00.000><c> junk.</c><00:12:00.320><c> Throw</c><00:12:00.560><c> it.</c> to aim this piece of junk.","['cant', 'even', 'try', 'aim', 'piece', 'junk', 'throw', 'aim', 'piece', 'junk']"
Throw it.,['throw']
to aim this piece of junk.,"['aim', 'piece', 'junk']"
Throw it.,['throw']
Catch.<00:12:01.360><c> Someone</c><00:12:01.600><c> catch.</c><00:12:02.160><c> Someone</c><00:12:02.399><c> catch.</c> Catch.,"['catch', 'someone', 'catch', 'someone', 'catch', 'catch']"
Someone catch.,"['someone', 'catch']"
Someone catch.,"['someone', 'catch']"
Catch.,['catch']
Someone catch.,"['someone', 'catch']"
Someone catch.,"['someone', 'catch']"
Give<00:12:02.800><c> it</c><00:12:02.880><c> a</c><00:12:03.040><c> throw.</c><00:12:03.440><c> Please</c><00:12:03.760><c> go.</c><00:12:04.000><c> Oh</c><00:12:04.160><c> my</c><00:12:04.320><c> god.</c> Give it a throw.,"['give', 'throw', 'please', 'god', 'give', 'throw']"
Please go.,['please']
Oh my god.,['god']
Give it a throw.,"['give', 'throw']"
Please go.,['please']
Oh my god.,['god']
"Is<00:12:04.720><c> that</c><00:12:04.880><c> far?</c><00:12:05.279><c> Mike,</c><00:12:05.519><c> runner.</c><00:12:05.920><c> Run.</c><00:12:06.079><c> Run.</c> Is that far?","['far', 'mike', 'runner', 'run', 'run', 'far']"
"Mike, runner.","['mike', 'runner']"
Run.,['run']
Run.,['run']
Is that far?,['far']
"Mike, runner.","['mike', 'runner']"
Run.,['run']
Run.,['run']
Run.<00:12:06.480><c> Run.</c><00:12:06.720><c> Run.</c><00:12:06.959><c> Stand</c><00:12:07.200><c> up.</c><00:12:07.519><c> Stand</c><00:12:07.760><c> up.</c> Run.,"['run', 'run', 'run', 'stand', 'stand', 'run']"
Run.,['run']
Run.,['run']
Stand up.,['stand']
Stand up.,['stand']
Run.,['run']
Run.,['run']
Run.,['run']
Stand up.,['stand']
Stand up.,['stand']
Please<00:12:10.480><c> stand</c><00:12:10.639><c> up.</c><00:12:10.880><c> Please</c><00:12:11.120><c> stand</c><00:12:11.279><c> up.</c><00:12:11.440><c> Please</c> Please stand up.,"['please', 'stand', 'please', 'stand', 'please', 'please', 'stand']"
Please stand up.,"['please', 'stand']"
Please Please stand up.,"['please', 'please', 'stand']"
Please stand up.,"['please', 'stand']"
Please stand<00:12:11.839><c> up.</c><00:12:12.560><c> What</c><00:12:12.800><c> is</c><00:12:12.880><c> your</c><00:12:13.120><c> name?</c><00:12:14.160><c> Did</c><00:12:14.399><c> you</c><00:12:14.480><c> say</c> stand up.,"['please', 'stand', 'name', 'say', 'stand']"
What is your name?,['name']
Did you say stand up.,"['say', 'stand']"
What is your name?,['name']
Did you say Brett?,"['say', 'brett']"
Brett?,['brett']
Brett?,['brett']
&gt;&gt; Yeah.<00:12:16.639><c> Brett.</c> &gt;&gt; Yeah.,"['gtgt', 'yeah', 'brett', 'gtgt', 'yeah']"
Brett.,['brett']
&gt;&gt; Yeah.,"['gtgt', 'yeah']"
Brett.,['brett']
&gt;&gt; Brett.<00:12:17.680><c> Have</c><00:12:17.920><c> you</c><00:12:18.079><c> ever</c><00:12:18.240><c> met</c><00:12:18.399><c> or</c><00:12:18.639><c> spoken</c><00:12:18.880><c> a</c> &gt;&gt; Brett.,"['gtgt', 'brett', 'ever', 'met', 'spoken', 'gtgt', 'brett']"
Have you ever met or spoken a &gt;&gt; Brett.,"['ever', 'met', 'spoken', 'gtgt', 'brett']"
Have you ever met or spoken a word<00:12:19.200><c> to</c><00:12:19.360><c> Jeff</c><00:12:19.680><c> Johnson</c><00:12:20.079><c> before?</c> word to Jeff Johnson before?,"['ever', 'met', 'spoken', 'word', 'jeff', 'johnson', 'word', 'jeff', 'johnson']"
word to Jeff Johnson before?,"['word', 'jeff', 'johnson']"
&gt;&gt; I<00:12:21.440><c> actually</c><00:12:21.760><c> haven't.</c> &gt;&gt; I actually haven't.,"['gtgt', 'actually', 'havent', 'gtgt', 'actually', 'havent']"
&gt;&gt; I actually haven't.,"['gtgt', 'actually', 'havent']"
&gt;&gt; Okay.<00:12:23.200><c> Maybe</c><00:12:23.440><c> more</c><00:12:23.680><c> networking</c><00:12:24.000><c> at</c><00:12:24.160><c> the</c><00:12:24.320><c> next</c> &gt;&gt; Okay.,"['gtgt', 'okay', 'maybe', 'networking', 'next', 'gtgt', 'okay']"
Maybe more networking at the next &gt;&gt; Okay.,"['maybe', 'networking', 'next', 'gtgt', 'okay']"
"Maybe more networking at the next breakout<00:12:24.800><c> session.</c><00:12:25.279><c> Uh,</c> breakout session.","['maybe', 'networking', 'next', 'breakout', 'session', 'breakout', 'session']"
"Uh, breakout session.","['breakout', 'session']"
"Uh, please<00:12:27.839><c> Brett,</c><00:12:28.399><c> come</c><00:12:28.560><c> on</c><00:12:28.720><c> up.</c><00:12:28.959><c> Give</c><00:12:29.040><c> him</c><00:12:29.200><c> a</c> please Brett, come on up.","['please', 'brett', 'come', 'give', 'please', 'brett', 'come']"
"Give him a please Brett, come on up.","['give', 'please', 'brett', 'come']"
Give him a huge<00:12:29.440><c> round</c><00:12:29.600><c> of</c><00:12:29.680><c> applause.</c><00:12:30.000><c> Make</c><00:12:30.160><c> your</c><00:12:30.240><c> way</c> huge round of applause.,"['give', 'huge', 'round', 'applause', 'make', 'way', 'huge', 'round', 'applause']"
Make your way huge round of applause.,"['make', 'way', 'huge', 'round', 'applause']"
"Make your way out.<00:12:30.560><c> Brett,</c> out.","['make', 'way', 'brett']"
"Brett, out.",['brett']
"Brett, two<00:12:33.040><c> T's.</c><00:12:33.360><c> I</c><00:12:33.519><c> like</c><00:12:33.600><c> the</c><00:12:33.760><c> way</c><00:12:33.920><c> you</c><00:12:34.079><c> roll,</c><00:12:34.320><c> Brett.</c> two T's.","['brett', 'two', 'like', 'way', 'roll', 'brett', 'two']"
"I like the way you roll, Brett.","['like', 'way', 'roll', 'brett']"
two T's.,['two']
"I like the way you roll, Brett.","['like', 'way', 'roll', 'brett']"
"Not<00:12:36.000><c> going</c><00:12:36.079><c> to</c><00:12:36.160><c> forget</c><00:12:36.399><c> that</c><00:12:36.560><c> name,</c><00:12:36.800><c> are</c><00:12:37.120><c> Now,</c> Not going to forget that name, are Now, Not going to forget that name, are Now, &gt;&gt; pleasure<00:12:39.600><c> to</c><00:12:39.680><c> meet</c><00:12:39.839><c> you,</c><00:12:40.079><c> sir.</c> &gt;&gt; pleasure to meet you, sir.","['going', 'forget', 'name', 'going', 'forget', 'name', 'going', 'forget', 'name', 'gtgt', 'pleasure', 'meet', 'sir', 'gtgt', 'pleasure', 'meet', 'sir']"
"&gt;&gt; pleasure to meet you, sir.","['gtgt', 'pleasure', 'meet', 'sir']"
"&gt;&gt; Brett,<00:12:41.200><c> I'm</c><00:12:41.360><c> bringing</c><00:12:41.519><c> you</c><00:12:41.680><c> front</c><00:12:41.839><c> and</c> &gt;&gt; Brett, I'm bringing you front and &gt;&gt; Brett, I'm bringing you front and center.","['gtgt', 'brett', 'bringing', 'front', 'gtgt', 'brett', 'bringing', 'front', 'gtgt', 'brett', 'bringing', 'front', 'center']"
center.,['center']
center.,['center']
"&gt;&gt; All<00:12:42.560><c> right,</c> &gt;&gt; All right, &gt;&gt; All right, &gt;&gt; let's<00:12:44.639><c> adjust</c><00:12:44.880><c> this</c><00:12:45.040><c> to</c><00:12:45.200><c> the</c><00:12:45.360><c> height</c><00:12:45.519><c> my</c><00:12:45.760><c> wife</c> &gt;&gt; let's adjust this to the height my wife &gt;&gt; let's adjust this to the height my wife wishes<00:12:46.160><c> I</c><00:12:46.399><c> had.</c><00:12:46.720><c> Okay,</c> wishes I had.","['gtgt', 'right', 'gtgt', 'right', 'gtgt', 'right', 'gtgt', 'let', 'adjust', 'height', 'wife', 'gtgt', 'let', 'adjust', 'height', 'wife', 'gtgt', 'let', 'adjust', 'height', 'wife', 'wish', 'okay', 'wish']"
"Okay, wishes I had.","['okay', 'wish']"
"Okay, &gt;&gt; she<00:12:48.959><c> is</c><00:12:49.120><c> watching</c><00:12:49.360><c> this</c><00:12:49.519><c> now</c><00:12:49.760><c> live</c><00:12:49.920><c> and</c><00:12:50.079><c> saying</c> &gt;&gt; she is watching this now live and saying &gt;&gt; she is watching this now live and saying that's<00:12:50.480><c> true.</c><00:12:50.800><c> Uh</c><00:12:52.079><c> Brett,</c><00:12:52.560><c> here's</c><00:12:52.800><c> what</c> that's true.","['okay', 'gtgt', 'watching', 'live', 'saying', 'gtgt', 'watching', 'live', 'saying', 'gtgt', 'watching', 'live', 'saying', 'thats', 'true', 'brett', 'here', 'thats', 'true']"
"Uh Brett, here's what that's true.","['brett', 'here', 'thats', 'true']"
"Uh Brett, here's what you're<00:12:53.040><c> going</c><00:12:53.120><c> to</c><00:12:53.200><c> do.</c> you're going to do.","['brett', 'here', 'youre', 'going', 'youre', 'going']"
you're going to do.,"['youre', 'going']"
"I'm<00:12:55.120><c> going</c><00:12:55.200><c> to</c><00:12:55.360><c> ask</c><00:12:55.519><c> you</c><00:12:55.680><c> in</c><00:12:55.839><c> a</c><00:12:56.000><c> moment,</c><00:12:57.040><c> have</c> I'm going to ask you in a moment, have I'm going to ask you in a moment, have you<00:12:57.440><c> ever</c><00:12:57.680><c> spoken</c><00:12:57.920><c> to</c><00:12:58.079><c> me</c><00:12:58.160><c> a</c><00:12:58.320><c> word</c><00:12:58.480><c> in</c><00:12:58.639><c> your</c> you ever spoken to me a word in your you ever spoken to me a word in your life?","['going', 'ask', 'moment', 'going', 'ask', 'moment', 'going', 'ask', 'moment', 'ever', 'spoken', 'word', 'ever', 'spoken', 'word', 'ever', 'spoken', 'word', 'life']"
life?,['life']
life?,['life']
&gt;&gt; I<00:12:59.839><c> haven't.</c> &gt;&gt; I haven't.,"['gtgt', 'havent', 'gtgt', 'havent']"
&gt;&gt; I haven't.,"['gtgt', 'havent']"
&gt;&gt; He<00:13:01.040><c> seemed</c><00:13:01.279><c> happy</c><00:13:01.440><c> about</c><00:13:01.600><c> that.</c><00:13:01.839><c> That</c><00:13:02.000><c> was</c> &gt;&gt; He seemed happy about that.,"['gtgt', 'seemed', 'happy', 'gtgt', 'seemed', 'happy']"
That was &gt;&gt; He seemed happy about that.,"['gtgt', 'seemed', 'happy']"
"That was weird.<00:13:02.320><c> Uh,</c><00:13:03.440><c> I'm</c><00:13:03.760><c> going</c><00:13:03.839><c> to</c><00:13:04.000><c> ask</c><00:13:04.160><c> him</c><00:13:04.320><c> in</c><00:13:04.480><c> a</c> weird.","['weird', 'going', 'ask', 'weird']"
"Uh, I'm going to ask him in a weird.","['going', 'ask', 'weird']"
"Uh, I'm going to ask him in a moment<00:13:04.800><c> to</c><00:13:05.040><c> close</c><00:13:05.279><c> his</c><00:13:05.600><c> eyes.</c> moment to close his eyes.","['going', 'ask', 'moment', 'close', 'eye', 'moment', 'close', 'eye']"
moment to close his eyes.,"['moment', 'close', 'eye']"
